zone_corecrabe.nom,village.nom,fiche_acheteur.date
Ambanja,Antsatrana,2022-05-16
Ambanja,Antsatrana,2022-05-16
Ambanja,Antsatrana,2022-05-16
Ambanja,Antsatrana,2022-05-16
Ambanja,Antsatrana,2022-05-16
Ambanja,Antsatrana,2022-05-16
Ambanja,Antsatrana,2022-05-16
Ambanja,Antsatrana,2022-05-16
Ambanja,Antsatrana,2022-05-16
Ambanja,Antsatrana,2022-05-17
Ambanja,Antsatrana,2022-05-17
Ambanja,Antsatrana,2022-05-17
Ambanja,Antsatrana,2022-05-17
Ambanja,Antsatrana,2022-05-17
Ambanja,Antsatrana,2022-05-18
Ambanja,Antsatrana,2022-05-18
Ambanja,Antsatrana,2022-05-18
Ambanja,Antsatrana,2022-05-18
Ambanja,Antsatrana,2022-05-18
Mahajanga,Antsakoamanera,2022-05-01
Mahajanga,Antsakoamanera,2022-05-01
Mahajanga,Antsakoamanera,2022-05-01
Mahajanga,Antsakoamanera,2022-05-01
Mahajanga,Antsakoamanera,2022-05-01
Mahajanga,Antsakoamanera,2022-05-02
Mahajanga,Antsakoamanera,2022-05-02
Mahajanga,Antsakoamanera,2022-05-02
Mahajanga,Antsakoamanera,2022-05-02
Mahajanga,Antsakoamanera,2022-05-03
Mahajanga,Antsakoamanera,2022-05-03
Mahajanga,Antsakoamanera,2022-05-03
Mahajanga,Antsakoamanera,2022-05-03
Mahajanga,Antsakoamanera,2022-05-03
Mahajanga,Antsakoamanera,2022-05-04
Mahajanga,Antsakoamanera,2022-05-04
Mahajanga,Antsakoamanera,2022-05-04
Mahajanga,Antsakoamanera,2022-05-04
Mahajanga,Antsakoamanera,2022-05-04
Mahajanga,Antsakoamanera,2022-05-05
Mahajanga,Antsakoamanera,2022-05-05
Mahajanga,Antsakoamanera,2022-05-05
Mahajanga,Antsakoamanera,2022-05-05
Mahajanga,Antsakoamanera,2022-05-05
Mahajanga,Antsakoamanera,2022-05-06
Mahajanga,Antsakoamanera,2022-05-06
Mahajanga,Antsakoamanera,2022-05-06
Mahajanga,Antsakoamanera,2022-05-06
Mahajanga,Antsakoamanera,2022-05-06
Mahajanga,Antsakoamanera,2022-05-07
Mahajanga,Antsakoamanera,2022-05-07
Mahajanga,Antsakoamanera,2022-05-07
Mahajanga,Antsakoamanera,2022-05-07
Mahajanga,Antsakoamanera,2022-05-07
Mahajanga,Antsakoamanera,2022-05-08
Mahajanga,Antsakoamanera,2022-05-08
Mahajanga,Antsakoamanera,2022-05-08
Mahajanga,Antsakoamanera,2022-05-08
Mahajanga,Antsakoamanera,2022-05-08
Mahajanga,Antsakoamanera,2022-05-09
Mahajanga,Antsakoamanera,2022-05-09
Mahajanga,Antsakoamanera,2022-05-09
Mahajanga,Antsakoamanera,2022-05-09
Mahajanga,Antsakoamanera,2022-05-09
Mahajanga,Antsakoamanera,2022-05-10
Mahajanga,Antsakoamanera,2022-05-10
Mahajanga,Antsakoamanera,2022-05-10
Mahajanga,Antsakoamanera,2022-05-10
Mahajanga,Antsakoamanera,2022-05-10
Mahajanga,Antsakoamanera,2022-05-10
Mahajanga,Antsakoamanera,2022-05-11
Mahajanga,Antsakoamanera,2022-05-11
Mahajanga,Antsakoamanera,2022-05-11
Mahajanga,Antsakoamanera,2022-05-11
Mahajanga,Antsakoamanera,2022-05-11
Mahajanga,Antsakoamanera,2022-05-12
Mahajanga,Antsakoamanera,2022-05-12
Mahajanga,Antsakoamanera,2022-05-12
Mahajanga,Antsakoamanera,2022-05-12
Mahajanga,Antsakoamanera,2022-05-13
Mahajanga,Antsakoamanera,2022-05-13
Mahajanga,Antsakoamanera,2022-05-13
Mahajanga,Antsakoamanera,2022-05-13
Mahajanga,Antsakoamanera,2022-05-13
Mahajanga,Antsakoamanera,2022-05-14
Mahajanga,Antsakoamanera,2022-05-14
Mahajanga,Antsakoamanera,2022-05-14
Mahajanga,Antsakoamanera,2022-05-14
Mahajanga,Antsakoamanera,2022-05-14
Mahajanga,Baly,2022-05-02
Mahajanga,Baly,2022-05-02
Mahajanga,Baly,2022-05-02
Mahajanga,Baly,2022-05-02
Mahajanga,Baly,2022-05-02
Mahajanga,Baly,2022-05-02
Mahajanga,Baly,2022-05-02
Mahajanga,Baly,2022-05-02
Mahajanga,Baly,2022-05-02
Mahajanga,Baly,2022-05-02
Mahajanga,Baly,2022-05-04
Mahajanga,Baly,2022-05-04
Mahajanga,Baly,2022-05-04
Mahajanga,Baly,2022-05-04
Mahajanga,Baly,2022-05-04
Mahajanga,Baly,2022-05-06
Mahajanga,Baly,2022-05-06
Mahajanga,Baly,2022-05-06
Mahajanga,Baly,2022-05-06
Mahajanga,Baly,2022-05-06
Mahajanga,Baly,2022-05-08
Mahajanga,Baly,2022-05-08
Mahajanga,Baly,2022-05-08
Mahajanga,Baly,2022-05-08
Mahajanga,Baly,2022-05-08
Mahajanga,Baly,2022-05-10
Mahajanga,Baly,2022-05-10
Mahajanga,Baly,2022-05-10
Mahajanga,Baly,2022-05-10
Mahajanga,Baly,2022-05-10
Mahajanga,Baly,2022-05-12
Mahajanga,Baly,2022-05-12
Mahajanga,Baly,2022-05-12
Mahajanga,Baly,2022-05-12
Mahajanga,Baly,2022-05-12
Mahajanga,Baly,2022-05-12
Mahajanga,Baly,2022-05-12
Mahajanga,Baly,2022-05-12
Mahajanga,Baly,2022-05-12
Mahajanga,Baly,2022-05-15
Mahajanga,Baly,2022-05-15
Mahajanga,Baly,2022-05-15
Mahajanga,Baly,2022-05-15
Mahajanga,Baly,2022-05-15
Mahajanga,Baly,2022-05-16
Mahajanga,Baly,2022-05-16
Mahajanga,Baly,2022-05-16
Mahajanga,Baly,2022-05-16
Mahajanga,Baly,2022-05-16
Mahajanga,Baly,2022-05-18
Mahajanga,Baly,2022-05-18
Mahajanga,Baly,2022-05-18
Mahajanga,Baly,2022-05-18
Mahajanga,Baly,2022-05-18
Mahajanga,Baly,2022-05-20
Mahajanga,Baly,2022-05-20
Mahajanga,Baly,2022-05-20
Mahajanga,Baly,2022-05-20
Mahajanga,Baly,2022-05-20
Mahajanga,Baly,2022-05-23
Mahajanga,Baly,2022-05-23
Mahajanga,Baly,2022-05-23
Mahajanga,Baly,2022-05-23
Mahajanga,Baly,2022-05-23
Mahajanga,Baly,2022-05-27
Mahajanga,Baly,2022-05-27
Mahajanga,Baly,2022-05-27
Mahajanga,Baly,2022-05-27
Mahajanga,Baly,2022-05-27
Mahajanga,Baly,2022-05-27
Mahajanga,Baly,2022-05-27
Mahajanga,Baly,2022-05-27
Mahajanga,Baly,2022-05-27
Mahajanga,Baly,2022-05-27
Mahajanga,Baly,2022-05-27
Mahajanga,Baly,2022-05-27
Mahajanga,Baly,2022-05-27
Mahajanga,Baly,2022-05-27
Mahajanga,Baly,2022-05-27
Mahajanga,Berokadrokatra,2022-05-09
Mahajanga,Berokadrokatra,2022-05-09
Mahajanga,Berokadrokatra,2022-05-09
Mahajanga,Berokadrokatra,2022-05-09
Mahajanga,Berokadrokatra,2022-05-09
Mahajanga,Berokadrokatra,2022-05-30
Mahajanga,Berokadrokatra,2022-05-30
Mahajanga,Berokadrokatra,2022-05-30
Mahajanga,Berokadrokatra,2022-05-30
Mahajanga,Berokadrokatra,2022-05-30
Mahajanga,Langany,2022-05-04
Mahajanga,Langany,2022-05-04
Mahajanga,Langany,2022-05-04
Mahajanga,Langany,2022-05-04
Mahajanga,Langany,2022-05-04
Mahajanga,Langany,2022-05-04
Mahajanga,Langany,2022-05-04
Mahajanga,Langany,2022-05-04
Mahajanga,Langany,2022-05-04
Mahajanga,Langany,2022-05-04
Mahajanga,Langany,2022-05-11
Mahajanga,Langany,2022-05-11
Mahajanga,Langany,2022-05-11
Mahajanga,Langany,2022-05-11
Mahajanga,Langany,2022-05-11
Mahajanga,Langany,2022-05-11
Mahajanga,Langany,2022-05-11
Mahajanga,Langany,2022-05-11
Mahajanga,Langany,2022-05-11
Mahajanga,Langany,2022-05-11
Mahajanga,Langany,2022-05-18
Mahajanga,Langany,2022-05-18
Mahajanga,Langany,2022-05-18
Mahajanga,Langany,2022-05-18
Mahajanga,Langany,2022-05-18
Mahajanga,Langany,2022-05-18
Mahajanga,Langany,2022-05-18
Mahajanga,Langany,2022-05-18
Mahajanga,Langany,2022-05-18
Mahajanga,Langany,2022-05-18
Mahajanga,Marotia,2022-05-03
Mahajanga,Marotia,2022-05-03
Mahajanga,Marotia,2022-05-03
Mahajanga,Marotia,2022-05-03
Mahajanga,Marotia,2022-05-03
Mahajanga,Marotia,2022-05-05
Mahajanga,Marotia,2022-05-05
Mahajanga,Marotia,2022-05-05
Mahajanga,Marotia,2022-05-05
Mahajanga,Marotia,2022-05-05
Mahajanga,Marotia,2022-05-09
Mahajanga,Marotia,2022-05-09
Mahajanga,Marotia,2022-05-09
Mahajanga,Marotia,2022-05-09
Mahajanga,Marotia,2022-05-09
Mahajanga,Marotia,2022-05-11
Mahajanga,Marotia,2022-05-11
Mahajanga,Marotia,2022-05-11
Mahajanga,Marotia,2022-05-11
Mahajanga,Marotia,2022-05-11
Mahajanga,Marotia,2022-05-16
Mahajanga,Marotia,2022-05-16
Mahajanga,Marotia,2022-05-16
Mahajanga,Marotia,2022-05-16
Mahajanga,Marotia,2022-05-16
Mahajanga,Marotia,2022-05-18
Mahajanga,Marotia,2022-05-18
Mahajanga,Marotia,2022-05-18
Mahajanga,Marotia,2022-05-18
Mahajanga,Marotia,2022-05-18
Mahajanga,Marotia,2022-05-22
Mahajanga,Marotia,2022-05-22
Mahajanga,Marotia,2022-05-22
Mahajanga,Marotia,2022-05-22
Mahajanga,Marotia,2022-05-22
Mahajanga,Marotia,2022-05-24
Mahajanga,Marotia,2022-05-24
Mahajanga,Marotia,2022-05-24
Mahajanga,Marotia,2022-05-24
Mahajanga,Marotia,2022-05-24
Mahajanga,Sambiravo,2022-05-02
Mahajanga,Sambiravo,2022-05-02
Mahajanga,Sambiravo,2022-05-02
Mahajanga,Sambiravo,2022-05-02
Mahajanga,Sambiravo,2022-05-02
Mahajanga,Sambiravo,2022-05-04
Mahajanga,Sambiravo,2022-05-04
Mahajanga,Sambiravo,2022-05-04
Mahajanga,Sambiravo,2022-05-04
Mahajanga,Sambiravo,2022-05-04
Mahajanga,Sambiravo,2022-05-04
Mahajanga,Sambiravo,2022-05-04
Mahajanga,Sambiravo,2022-05-04
Mahajanga,Sambiravo,2022-05-04
Mahajanga,Sambiravo,2022-05-04
Morombe,Ambohibe,2022-05-02
Morombe,Ambohibe,2022-05-02
Morombe,Ambohibe,2022-05-02
Morombe,Ambohibe,2022-05-02
Morombe,Ambohibe,2022-05-02
Morombe,Ambohibe,2022-05-02
Morombe,Ambohibe,2022-05-02
Morombe,Ambohibe,2022-05-02
Morombe,Ambohibe,2022-05-02
Morombe,Ambohibe,2022-05-02
Morombe,Ambohibe,2022-05-03
Morombe,Ambohibe,2022-05-03
Morombe,Ambohibe,2022-05-03
Morombe,Ambohibe,2022-05-03
Morombe,Ambohibe,2022-05-03
Morombe,Ambohibe,2022-05-03
Morombe,Ambohibe,2022-05-03
Morombe,Ambohibe,2022-05-03
Morombe,Ambohibe,2022-05-03
Morombe,Ambohibe,2022-05-03
Morombe,Ambohibe,2022-05-09
Morombe,Ambohibe,2022-05-09
Morombe,Ambohibe,2022-05-09
Morombe,Ambohibe,2022-05-09
Morombe,Ambohibe,2022-05-09
Morombe,Ambohibe,2022-05-09
Morombe,Ambohibe,2022-05-09
Morombe,Ambohibe,2022-05-09
Morombe,Ambohibe,2022-05-09
Morombe,Ambohibe,2022-05-09
Morombe,Ambohibe,2022-05-10
Morombe,Ambohibe,2022-05-10
Morombe,Ambohibe,2022-05-10
Morombe,Ambohibe,2022-05-10
Morombe,Ambohibe,2022-05-10
Morombe,Ambohibe,2022-05-10
Morombe,Ambohibe,2022-05-10
Morombe,Ambohibe,2022-05-10
Morombe,Ambohibe,2022-05-10
Morombe,Ambohibe,2022-05-16
Morombe,Ambohibe,2022-05-16
Morombe,Ambohibe,2022-05-16
Morombe,Ambohibe,2022-05-16
Morombe,Ambohibe,2022-05-16
Morombe,Ambohibe,2022-05-16
Morombe,Ambohibe,2022-05-16
Morombe,Ambohibe,2022-05-16
Morombe,Ambohibe,2022-05-16
Morombe,Ambohibe,2022-05-17
Morombe,Ambohibe,2022-05-17
Morombe,Ambohibe,2022-05-17
Morombe,Ambohibe,2022-05-17
Morombe,Ambohibe,2022-05-17
Morombe,Ambohibe,2022-05-17
Morombe,Ambohibe,2022-05-17
Morombe,Ambohibe,2022-05-17
Morombe,Ambohibe,2022-05-17
Morombe,Ambohibe,2022-05-17
Morombe,Ambohibe,2022-05-23
Morombe,Ambohibe,2022-05-23
Morombe,Ambohibe,2022-05-23
Morombe,Ambohibe,2022-05-23
Morombe,Ambohibe,2022-05-23
Morombe,Ambohibe,2022-05-23
Morombe,Ambohibe,2022-05-23
Morombe,Ambohibe,2022-05-23
Morombe,Ambohibe,2022-05-23
Morombe,Ambohibe,2022-05-24
Morombe,Ambohibe,2022-05-24
Morombe,Ambohibe,2022-05-24
Morombe,Ambohibe,2022-05-24
Morombe,Ambohibe,2022-05-24
Morombe,Ambohibe,2022-05-24
Morombe,Ambohibe,2022-05-24
Morombe,Ambohibe,2022-05-24
Morombe,Ambohibe,2022-05-30
Morombe,Ambohibe,2022-05-30
Morombe,Ambohibe,2022-05-30
Morombe,Ambohibe,2022-05-30
Morombe,Ambohibe,2022-05-30
Morombe,Ambohibe,2022-05-30
Morombe,Ambohibe,2022-05-30
Morombe,Ambohibe,2022-05-30
Morombe,Ambohibe,2022-05-30
Morombe,Ambohibe,2022-05-30
Morombe,Ambohibe,2022-05-31
Morombe,Ambohibe,2022-05-31
Morombe,Ambohibe,2022-05-31
Morombe,Ambohibe,2022-05-31
Morombe,Ambohibe,2022-05-31
Morombe,Ambohibe,2022-05-31
Morombe,Ambohibe,2022-05-31
Morombe,Ambohibe,2022-05-31
Morombe,Ambohibe,2022-05-31
Morombe,Ambohibe,2022-06-01
Morombe,Ambohibe,2022-06-06
Morombe,Ambohibe,2022-06-06
Morombe,Ambohibe,2022-06-06
Morombe,Ambohibe,2022-06-06
Morombe,Ambohibe,2022-06-06
Morombe,Ambohibe,2022-06-06
Morombe,Ambohibe,2022-06-06
Morombe,Ambohibe,2022-06-06
Morombe,Ambohibe,2022-06-06
Morombe,Ambohibe,2022-06-06
Morombe,Ambohibe,2022-06-07
Morombe,Ambohibe,2022-06-07
Morombe,Ambohibe,2022-06-07
Morombe,Ambohibe,2022-06-07
Morombe,Ambohibe,2022-06-07
Morombe,Ambohibe,2022-06-07
Morombe,Ambohibe,2022-06-07
Morombe,Ambohibe,2022-06-07
Morombe,Ambohibe,2022-06-07
Morombe,Ambohibe,2022-06-13
Morombe,Ambohibe,2022-06-13
Morombe,Ambohibe,2022-06-13
Morombe,Ambohibe,2022-06-13
Morombe,Ambohibe,2022-06-13
Morombe,Ambohibe,2022-06-13
Morombe,Ambohibe,2022-06-13
Morombe,Ambohibe,2022-06-13
Morombe,Ambohibe,2022-06-13
Morombe,Ambohibe,2022-06-14
Morombe,Ambohibe,2022-06-14
Morombe,Ambohibe,2022-06-14
Morombe,Ambohibe,2022-06-14
Morombe,Ambohibe,2022-06-14
Morombe,Ambohibe,2022-06-14
Morombe,Ambohibe,2022-06-14
Morombe,Ambohibe,2022-06-14
Morombe,Andranopasy,2022-05-02
Morombe,Andranopasy,2022-05-02
Morombe,Andranopasy,2022-05-02
Morombe,Andranopasy,2022-05-02
Morombe,Andranopasy,2022-05-02
Morombe,Andranopasy,2022-05-03
Morombe,Andranopasy,2022-05-03
Morombe,Andranopasy,2022-05-03
Morombe,Andranopasy,2022-05-03
Morombe,Andranopasy,2022-05-03
Morombe,Andranopasy,2022-05-09
Morombe,Andranopasy,2022-05-09
Morombe,Andranopasy,2022-05-09
Morombe,Andranopasy,2022-05-09
Morombe,Andranopasy,2022-05-09
Morombe,Andranopasy,2022-05-10
Morombe,Andranopasy,2022-05-10
Morombe,Andranopasy,2022-05-10
Morombe,Andranopasy,2022-05-10
Morombe,Andranopasy,2022-05-16
Morombe,Andranopasy,2022-05-16
Morombe,Andranopasy,2022-05-16
Morombe,Andranopasy,2022-05-16
Morombe,Andranopasy,2022-05-16
Morombe,Andranopasy,2022-05-17
Morombe,Andranopasy,2022-05-17
Morombe,Andranopasy,2022-05-17
Morombe,Andranopasy,2022-05-17
Morombe,Andranopasy,2022-05-17
Morombe,Andranopasy,2022-05-23
Morombe,Andranopasy,2022-05-23
Morombe,Andranopasy,2022-05-23
Morombe,Andranopasy,2022-05-23
Morombe,Andranopasy,2022-05-23
Morombe,Andranopasy,2022-05-24
Morombe,Andranopasy,2022-05-24
Morombe,Andranopasy,2022-05-24
Morombe,Andranopasy,2022-05-24
Morombe,Andranopasy,2022-05-24
Morombe,Andranopasy,2022-05-30
Morombe,Andranopasy,2022-05-30
Morombe,Andranopasy,2022-05-30
Morombe,Andranopasy,2022-05-30
Morombe,Andranopasy,2022-05-30
Morombe,Andranopasy,2022-05-31
Morombe,Andranopasy,2022-05-31
Morombe,Andranopasy,2022-05-31
Morombe,Andranopasy,2022-05-31
Morombe,Andranopasy,2022-05-31
Morombe,Andranopasy,2022-06-06
Morombe,Andranopasy,2022-06-06
Morombe,Andranopasy,2022-06-06
Morombe,Andranopasy,2022-06-06
Morombe,Andranopasy,2022-06-06
Morombe,Andranopasy,2022-06-07
Morombe,Andranopasy,2022-06-07
Morombe,Andranopasy,2022-06-07
Morombe,Andranopasy,2022-06-07
Morombe,Andranopasy,2022-06-07
Morombe,Andranopasy,2022-06-13
Morombe,Andranopasy,2022-06-13
Morombe,Andranopasy,2022-06-13
Morombe,Andranopasy,2022-06-13
Morombe,Andranopasy,2022-06-13
Morombe,Andranopasy,2022-06-14
Morombe,Andranopasy,2022-06-14
Morombe,Andranopasy,2022-06-14
Morombe,Andranopasy,2022-06-14
Morombe,Andranopasy,2022-06-14
Morombe,Ankotapike,2022-05-09
Morombe,Ankotapike,2022-05-09
Morombe,Ankotapike,2022-05-09
Morombe,Ankotapike,2022-05-09
Morombe,Ankotapike,2022-05-09
Morombe,Ankotapike,2022-05-10
Morombe,Ankotapike,2022-05-10
Morombe,Ankotapike,2022-05-10
Morombe,Ankotapike,2022-05-10
Morombe,Ankotapike,2022-05-10
Morombe,Ankotapike,2022-05-16
Morombe,Ankotapike,2022-05-16
Morombe,Ankotapike,2022-05-16
Morombe,Ankotapike,2022-05-16
Morombe,Ankotapike,2022-05-16
Morombe,Ankotapike,2022-05-17
Morombe,Ankotapike,2022-05-17
Morombe,Ankotapike,2022-05-17
Morombe,Ankotapike,2022-05-17
Morombe,Ankotapike,2022-05-17
Morombe,Ankotapike,2022-05-20
Morombe,Ankotapike,2022-05-20
Morombe,Ankotapike,2022-05-20
Morombe,Ankotapike,2022-05-20
Morombe,Ankotapike,2022-05-22
Morombe,Ankotapike,2022-05-22
Morombe,Ankotapike,2022-05-22
Morombe,Ankotapike,2022-05-23
Morombe,Ankotapike,2022-05-23
Morombe,Ankotapike,2022-05-23
Morombe,Ankotapike,2022-05-23
Morombe,Ankotapike,2022-05-23
Morombe,Ankotapike,2022-05-28
Morombe,Ankotapike,2022-05-28
Morombe,Ankotapike,2022-05-28
Morombe,Ankotapike,2022-05-28
Morombe,Ankotapike,2022-05-28
Morombe,Ankotapike,2022-05-29
Morombe,Ankotapike,2022-05-29
Morombe,Ankotapike,2022-05-29
Morombe,Ankotapike,2022-05-29
Morombe,Ankotapike,2022-05-29
Morombe,Ankotapike,2022-06-06
Morombe,Ankotapike,2022-06-06
Morombe,Ankotapike,2022-06-06
Morombe,Ankotapike,2022-06-06
Morombe,Ankotapike,2022-06-06
Morombe,Ankotapike,2022-06-07
Morombe,Ankotapike,2022-06-07
Morombe,Ankotapike,2022-06-07
Morombe,Ankotapike,2022-06-07
Morombe,Ankotapike,2022-06-07
Morombe,Ankotapike,2022-06-13
Morombe,Ankotapike,2022-06-13
Morombe,Ankotapike,2022-06-13
Morombe,Ankotapike,2022-06-13
Morombe,Ankotapike,2022-06-13
Morombe,Ankotapike,2022-06-14
