village.nom;fiche_enqueteur.date
Ambondro;2022-05-03
Ambondro;2022-05-03
Ambondro;2022-05-03
Ambondro;2022-05-04
Ambondro;2022-05-04
Ambondro;2022-05-04
Ambondro;2022-05-04
Ambondro;2022-05-05
Ambondro;2022-05-05
Ambondro;2022-05-05
Ambondro;2022-05-05
Ambondro;2022-05-06
Ambondro;2022-05-06
Ambondro;2022-05-06
Ambondro;2022-05-06
Ambondro;2022-05-10
Ambondro;2022-05-10
Ambondro;2022-05-10
Ambondro;2022-05-10
Ambondro;2022-05-11
Ambondro;2022-05-11
Ambondro;2022-05-12
Ambondro;2022-05-12
Ambondro;2022-05-13
Ambondro;2022-05-13
Ambondro;2022-05-14
Ambondro;2022-05-14
Ambondro;2022-05-14
Ambondro;2022-05-14
Ambondro;2022-05-15
Ambondro;2022-05-15
Ambondro;2022-05-16
Ambondro;2022-05-16
 Ampitsopitsoka;2021-09-13
 Ampitsopitsoka;2021-09-13
 Ampitsopitsoka;2021-09-14
 Ampitsopitsoka;2021-09-14
 Ampitsopitsoka;2021-09-14
 Ampitsopitsoka;2021-09-14
 Ampitsopitsoka;2021-09-15
 Ampitsopitsoka;2021-09-15
 Ampitsopitsoka;2021-09-15
 Ampitsopitsoka;2021-09-15
 Ampitsopitsoka;2021-09-15
 Ampitsopitsoka;2021-09-15
 Ampitsopitsoka;2021-09-16
 Ampitsopitsoka;2021-09-16
 Ampitsopitsoka;2021-09-16
 Ampitsopitsoka;2021-09-16
 Ampitsopitsoka;2021-09-17
 Ampitsopitsoka;2021-09-17
 Ampitsopitsoka;2021-09-17
 Ampitsopitsoka;2021-09-17
 Ampitsopitsoka;2021-09-23
 Ampitsopitsoka;2021-09-23
 Ampitsopitsoka;2021-09-25
 Ampitsopitsoka;2021-09-25
 Ampitsopitsoka;2021-09-25
 Ampitsopitsoka;2021-09-25
 Ampitsopitsoka;2021-09-25
 Ampitsopitsoka;2021-09-25
 Ampitsopitsoka;2021-10-08
 Ampitsopitsoka;2021-10-08
 Ampitsopitsoka;2021-10-08
 Ampitsopitsoka;2021-10-08
 Ampitsopitsoka;2021-10-08
 Ampitsopitsoka;2021-10-08
 Ampitsopitsoka;2021-10-10
 Ampitsopitsoka;2021-10-10
 Ampitsopitsoka;2021-10-10
 Ampitsopitsoka;2021-10-10
 Ampitsopitsoka;2021-10-14
 Ampitsopitsoka;2021-10-14
 Ampitsopitsoka;2021-10-14
 Ampitsopitsoka;2021-10-14
 Ampitsopitsoka;2021-10-14
 Ampitsopitsoka;2021-10-14
 Ampitsopitsoka;2022-01-03
 Ampitsopitsoka;2022-01-03
 Ampitsopitsoka;2022-01-03
 Ampitsopitsoka;2022-01-03
 Ampitsopitsoka;2022-01-03
 Ampitsopitsoka;2022-01-04
 Ampitsopitsoka;2022-01-04
 Ampitsopitsoka;2022-01-04
 Ampitsopitsoka;2022-01-04
 Ampitsopitsoka;2022-01-04
 Ampitsopitsoka;2022-01-05
 Ampitsopitsoka;2022-01-05
 Ampitsopitsoka;2022-01-06
 Ampitsopitsoka;2022-01-06
 Ampitsopitsoka;2022-01-10
 Ampitsopitsoka;2022-01-10
 Ampitsopitsoka;2022-01-10
 Ampitsopitsoka;2022-01-10
 Ampitsopitsoka;2022-01-10
 Ampitsopitsoka;2022-01-11
 Ampitsopitsoka;2022-01-11
 Ampitsopitsoka;2022-01-11
 Ampitsopitsoka;2022-01-11
 Ampitsopitsoka;2022-01-11
 Ampitsopitsoka;2022-01-12
 Ampitsopitsoka;2022-01-12
 Ampitsopitsoka;2022-01-12
 Ampitsopitsoka;2022-01-12
 Ampitsopitsoka;2022-01-12
 Ampitsopitsoka;2022-01-13
 Ampitsopitsoka;2022-01-13
 Ampitsopitsoka;2022-01-13
 Ampitsopitsoka;2022-02-14
 Ampitsopitsoka;2022-02-14
 Ampitsopitsoka;2022-02-14
 Ampitsopitsoka;2022-02-14
 Ampitsopitsoka;2022-02-14
 Ampitsopitsoka;2022-02-15
 Ampitsopitsoka;2022-02-15
 Ampitsopitsoka;2022-02-15
 Ampitsopitsoka;2022-02-15
 Ampitsopitsoka;2022-02-15
 Ampitsopitsoka;2022-02-16
 Ampitsopitsoka;2022-02-16
 Ampitsopitsoka;2022-02-16
 Ampitsopitsoka;2022-02-16
 Ampitsopitsoka;2022-02-16
 Ampitsopitsoka;2022-02-17
 Ampitsopitsoka;2022-02-17
 Ampitsopitsoka;2022-02-17
 Ampitsopitsoka;2022-02-17
 Ampitsopitsoka;2022-02-17
 Ampitsopitsoka;2022-02-21
 Ampitsopitsoka;2022-02-21
 Ampitsopitsoka;2022-02-21
 Ampitsopitsoka;2022-02-21
 Ampitsopitsoka;2022-02-21
 Ampitsopitsoka;2022-02-22
 Ampitsopitsoka;2022-02-22
 Ampitsopitsoka;2022-02-22
 Ampitsopitsoka;2022-02-22
 Ampitsopitsoka;2022-02-22
 Ampitsopitsoka;2022-02-23
 Ampitsopitsoka;2022-02-23
 Ampitsopitsoka;2022-02-23
 Ampitsopitsoka;2022-02-23
 Ampitsopitsoka;2022-02-24
 Ampitsopitsoka;2022-02-24
 Ampitsopitsoka;2022-02-24
 Ampitsopitsoka;2022-02-24
 Ampitsopitsoka;2022-02-24
 Ampitsopitsoka;2022-02-24
 Ampitsopitsoka;2022-03-01
 Ampitsopitsoka;2022-03-01
 Ampitsopitsoka;2022-03-01
 Ampitsopitsoka;2022-03-01
 Ampitsopitsoka;2022-03-01
 Ampitsopitsoka;2022-03-02
 Ampitsopitsoka;2022-03-02
 Ampitsopitsoka;2022-03-02
 Ampitsopitsoka;2022-03-02
 Ampitsopitsoka;2022-03-02
 Ampitsopitsoka;2022-03-03
 Ampitsopitsoka;2022-03-03
 Ampitsopitsoka;2022-03-03
 Ampitsopitsoka;2022-03-03
 Ampitsopitsoka;2022-03-03
 Ampitsopitsoka;2022-03-04
 Ampitsopitsoka;2022-03-04
 Ampitsopitsoka;2022-03-04
 Ampitsopitsoka;2022-03-04
 Ampitsopitsoka;2022-03-04
 Ampitsopitsoka;2022-03-07
 Ampitsopitsoka;2022-03-07
 Ampitsopitsoka;2022-03-07
 Ampitsopitsoka;2022-03-07
 Ampitsopitsoka;2022-03-07
 Ampitsopitsoka;2022-03-08
 Ampitsopitsoka;2022-03-08
 Ampitsopitsoka;2022-03-08
 Ampitsopitsoka;2022-03-08
 Ampitsopitsoka;2022-03-08
 Ampitsopitsoka;2022-03-09
 Ampitsopitsoka;2022-03-09
 Ampitsopitsoka;2022-03-09
 Ampitsopitsoka;2022-03-09
 Ampitsopitsoka;2022-03-09
 Ampitsopitsoka;2022-03-10
 Ampitsopitsoka;2022-03-10
 Ampitsopitsoka;2022-03-10
 Ampitsopitsoka;2022-03-14
 Ampitsopitsoka;2022-03-14
 Ampitsopitsoka;2022-03-14
 Ampitsopitsoka;2022-03-14
 Ampitsopitsoka;2022-03-14
 Ampitsopitsoka;2022-03-15
 Ampitsopitsoka;2022-03-15
 Ampitsopitsoka;2022-03-15
 Ampitsopitsoka;2022-03-15
 Ampitsopitsoka;2022-03-15
 Ampitsopitsoka;2022-03-15
 Ampitsopitsoka;2022-03-16
 Ampitsopitsoka;2022-03-16
 Ampitsopitsoka;2022-03-16
 Ampitsopitsoka;2022-03-16
 Ampitsopitsoka;2022-03-17
 Ampitsopitsoka;2022-03-17
 Ampitsopitsoka;2022-03-17
 Ampitsopitsoka;2022-03-17
 Ampitsopitsoka;2022-03-17
 Ampitsopitsoka;2022-04-02
 Ampitsopitsoka;2022-04-02
 Ampitsopitsoka;2022-04-02
 Ampitsopitsoka;2022-04-03
 Ampitsopitsoka;2022-04-03
 Ampitsopitsoka;2022-04-03
 Ampitsopitsoka;2022-04-03
 Ampitsopitsoka;2022-04-03
 Ampitsopitsoka;2022-04-04
 Ampitsopitsoka;2022-04-04
 Ampitsopitsoka;2022-04-04
 Ampitsopitsoka;2022-04-04
 Ampitsopitsoka;2022-04-05
 Ampitsopitsoka;2022-04-05
 Ampitsopitsoka;2022-04-05
 Ampitsopitsoka;2022-04-09
 Ampitsopitsoka;2022-04-09
 Ampitsopitsoka;2022-04-09
 Ampitsopitsoka;2022-04-09
 Ampitsopitsoka;2022-04-10
 Ampitsopitsoka;2022-04-10
 Ampitsopitsoka;2022-04-10
 Ampitsopitsoka;2022-04-10
 Ampitsopitsoka;2022-04-10
 Ampitsopitsoka;2022-04-11
 Ampitsopitsoka;2022-04-11
 Ampitsopitsoka;2022-04-11
 Ampitsopitsoka;2022-04-11
 Ampitsopitsoka;2022-04-11
 Ampitsopitsoka;2022-04-12
 Ampitsopitsoka;2022-04-12
 Ampitsopitsoka;2022-04-12
 Ampitsopitsoka;2022-04-12
 Ampitsopitsoka;2022-04-12
 Ampitsopitsoka;2022-04-15
 Ampitsopitsoka;2022-04-15
 Ampitsopitsoka;2022-04-15
 Ampitsopitsoka;2022-04-16
 Ampitsopitsoka;2022-04-16
 Ampitsopitsoka;2022-04-16
 Ampitsopitsoka;2022-04-16
 Ampitsopitsoka;2022-04-16
 Ampitsopitsoka;2022-04-17
 Ampitsopitsoka;2022-04-17
 Ampitsopitsoka;2022-04-17
 Ampitsopitsoka;2022-04-17
 Ampitsopitsoka;2022-04-17
 Ampitsopitsoka;2022-04-18
 Ampitsopitsoka;2022-04-18
 Ampitsopitsoka;2022-04-18
 Ampitsopitsoka;2022-04-18
 Ampitsopitsoka;2022-04-18
 Ampitsopitsoka;2022-04-21
 Ampitsopitsoka;2022-04-21
 Ampitsopitsoka;2022-05-02
 Ampitsopitsoka;2022-05-02
