village.nom,fiche_enqueteur.date,date_sortie_de_peche1,nombre_sortie_de_peche1,nombre_de_pirogue_sortie_de_peche1,nom_premier_engin1,nombre_premier_engin1,nom_deuxieme_engin1,nombre_deuxieme_engin1,date_sortie_de_peche2,nombre_sortie_de_peche2,nombre_de_pirogue_sortie_de_peche2,nom_premier_engin2,nombre_premier_engin2,nom_deuxieme_engin2,nombre_deuxieme_engin2,date_sortie_de_peche3,nombre_sortie_de_peche3,nombre_de_pirogue_sortie_de_peche3,nom_premier_engin3,nombre_premier_engin3,nom_deuxieme_engin3,nombre_deuxieme_engin3,date_sortie_de_peche4,nombre_sortie_de_peche4,nombre_de_pirogue_sortie_de_peche4,nom_premier_engin4,nombre_premier_engin4,nom_deuxieme_engin4,nombre_deuxieme_engin4
Ambatoraikitra,2023-01-07,2023-01-07,1,1,"Balance_(Garigary,_Kiriry)",20,,0,2023-01-06,0,0,,0,,0,2023-01-05,0,0,,0,,0,2023-01-04,0,0,,0,,0
Ambatoraikitra,2023-01-07,2023-01-07,1,1,"Balance_(Garigary,_Kiriry)",23,,0,2023-01-06,0,0,,0,,0,2023-01-05,0,0,,0,,0,2023-01-04,0,0,,0,,0
Ambatoraikitra,2023-01-07,2023-01-07,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-01-06,0,0,,0,,0,2023-01-05,0,0,,0,,0,2023-01-04,0,0,,0,,0
Ambatoraikitra,2023-01-07,2023-01-07,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-01-06,0,0,,0,,0,2023-01-05,0,0,,0,,0,2023-01-04,0,0,,0,,0
Ambatoraikitra,2023-01-07,2023-01-07,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-01-06,0,0,,0,,0,2023-01-05,0,0,,0,,0,2023-01-04,0,0,,0,,0
Ambatoraikitra,2023-01-07,2023-01-07,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",1,,0,2023-01-06,0,0,,0,,0,2023-01-05,0,0,,0,,0,2023-01-04,0,0,,0,,0
Ambatoraikitra,2023-01-07,2023-01-07,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",35,,0,2023-01-06,0,0,,0,,0,2023-01-05,0,0,,0,,0,2023-01-04,0,0,,0,,0
Ambatoraikitra,2023-01-08,2023-01-08,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-01-07,0,0,,0,,0,2023-01-06,0,0,,0,,0,2023-01-05,0,0,,0,,0
Ambatoraikitra,2023-01-08,2023-01-08,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-01-07,0,0,,0,,0,2023-01-06,0,0,,0,,0,2023-01-05,0,0,,0,,0
Ambatoraikitra,2023-01-08,2023-01-08,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",38,,0,2023-01-07,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",38,,0,2023-01-06,0,0,,0,,0,2023-01-05,0,0,,0,,0
Ambatoraikitra,2023-01-08,2023-01-08,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",1,,0,2023-01-07,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",1,,0,2023-01-06,0,0,,0,,0,2023-01-05,0,0,,0,,0
Ambatoraikitra,2023-01-08,2023-01-08,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",1,,0,2023-01-07,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",1,,0,2023-01-06,0,0,,0,,0,2023-01-05,0,0,,0,,0
Ambatoraikitra,2023-01-08,2023-01-08,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-01-07,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-01-06,0,0,,0,,0,2023-01-05,0,0,,0,,0
Ambatoraikitra,2023-01-08,2023-01-08,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",35,,0,2023-01-07,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",35,,0,2023-01-06,0,0,,0,,0,2023-01-05,0,0,,0,,0
Ambatoraikitra,2023-01-08,2023-01-08,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",35,,0,2023-01-07,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",35,,0,2023-01-06,0,0,,0,,0,2023-01-05,0,0,,0,,0
Ambatoraikitra,2023-01-19,2023-01-19,1,1,Nasse_(Treko),35,,0,2023-01-18,0,0,,0,,0,2023-01-17,0,0,,0,,0,2023-01-16,0,0,,0,,0
Ambatoraikitra,2023-01-19,2023-01-19,1,1,Nasse_(Treko),30,,0,2023-01-18,0,0,,0,,0,2023-01-17,0,0,,0,,0,2023-01-16,0,0,,0,,0
Ambatoraikitra,2023-01-19,2023-01-19,1,1,Nasse_(Treko),35,,0,2023-01-18,0,0,,0,,0,2023-01-17,0,0,,0,,0,2023-01-16,0,0,,0,,0
Ambatoraikitra,2023-01-19,2023-01-19,1,1,Nasse_(Treko),30,,0,2023-01-18,0,0,,0,,0,2023-01-17,0,0,,0,,0,2023-01-16,0,0,,0,,0
Ambatoraikitra,2023-01-19,2023-01-19,1,1,Nasse_(Treko),40,,0,2023-01-18,0,0,,0,,0,2023-01-17,0,0,,0,,0,2023-01-16,0,0,,0,,0
Ambatoraikitra,2023-01-19,2023-01-19,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-01-18,0,0,,0,,0,2023-01-17,0,0,,0,,0,2023-01-16,0,0,,0,,0
Ambatoraikitra,2023-01-20,2023-01-20,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-01-19,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-01-18,0,0,,0,,0,2023-01-17,0,0,,0,,0
Ambatoraikitra,2023-01-20,2023-01-20,1,1,Nasse_(Treko),35,,0,2023-01-19,1,1,Nasse_(Treko),35,,0,2023-01-18,0,0,,0,,0,2023-01-17,0,0,,0,,0
Ambatoraikitra,2023-01-20,2023-01-20,1,1,Nasse_(Treko),35,,0,2023-01-19,1,1,Nasse_(Treko),35,,0,2023-01-18,0,0,,0,,0,2023-01-17,0,0,,0,,0
Ambatoraikitra,2023-01-20,2023-01-20,1,1,Nasse_(Treko),40,,0,2023-01-19,1,1,Nasse_(Treko),40,,0,2023-01-18,0,0,,0,,0,2023-01-17,0,0,,0,,0
Ambatoraikitra,2023-01-20,2023-01-20,1,1,Nasse_(Treko),30,,0,2023-01-19,0,0,,0,,0,2023-01-18,0,0,,0,,0,2023-01-17,0,0,,0,,0
Ambatoraikitra,2023-01-20,2023-01-20,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-01-19,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-01-18,0,0,,0,,0,2023-01-17,0,0,,0,,0
Ambatoraikitra,2023-01-27,2023-01-27,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-01-26,0,0,,0,,0,2023-01-25,0,0,,0,,0,2023-01-24,0,0,,0,,0
Ambatoraikitra,2023-01-27,2023-01-27,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",35,,0,2023-01-26,0,0,,0,,0,2023-01-25,0,0,,0,,0,2023-01-24,0,0,,0,,0
Ambatoraikitra,2023-01-27,2023-01-27,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-01-26,0,0,,0,,0,2023-01-25,0,0,,0,,0,2023-01-24,0,0,,0,,0
Ambatoraikitra,2023-01-27,2023-01-27,1,1,"Raquette_(Kipaoky,_Fisahoky,_Fisaoka)",1,,0,2023-01-26,0,0,,0,,0,2023-01-25,0,0,,0,,0,2023-01-24,0,0,,0,,0
Ambatoraikitra,2023-01-27,2023-01-27,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",1,,0,2023-01-26,0,0,,0,,0,2023-01-25,0,0,,0,,0,2023-01-24,0,0,,0,,0
Ambatoraikitra,2023-01-27,2023-01-27,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-01-26,0,0,,0,,0,2023-01-25,0,0,,0,,0,2023-01-24,0,0,,0,,0
Ambatoraikitra,2023-01-27,2023-01-27,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-01-26,0,0,,0,,0,2023-01-25,0,0,,0,,0,2023-01-24,0,0,,0,,0
Ambatoraikitra,2023-01-27,2023-01-27,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-01-26,0,0,,0,,0,2023-01-25,0,0,,0,,0,2023-01-24,0,0,,0,,0
Ambatoraikitra,2023-01-28,2023-01-28,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-01-27,0,0,,0,,0,2023-01-26,0,0,,0,,0,2023-01-25,0,0,,0,,0
Ambatoraikitra,2023-01-28,2023-01-28,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",35,,0,2023-01-27,0,0,,0,,0,2023-01-26,0,0,,0,,0,2023-01-25,0,0,,0,,0
Ambatoraikitra,2023-01-28,2023-01-28,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-01-27,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-01-26,0,0,,0,,0,2023-01-25,0,0,,0,,0
Ambatoraikitra,2023-01-28,2023-01-28,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-01-27,0,0,,0,,0,2023-01-26,0,0,,0,,0,2023-01-25,0,0,,0,,0
Ambatoraikitra,2023-01-28,2023-01-28,1,1,"Balance_(Garigary,_Kiriry)",30,,0,2023-01-27,0,0,,0,,0,2023-01-26,0,0,,0,,0,2023-01-25,0,0,,0,,0
Ambatoraikitra,2023-01-28,2023-01-28,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-01-27,0,0,,0,,0,2023-01-26,0,0,,0,,0,2023-01-25,0,0,,0,,0
Ambatoraikitra,2023-01-28,2023-01-28,1,1,"Balance_(Garigary,_Kiriry)",23,,0,2023-01-27,0,0,,0,,0,2023-01-26,0,0,,0,,0,2023-01-25,0,0,,0,,0
Ambatoraikitra,2023-01-28,2023-01-28,1,1,"Balance_(Garigary,_Kiriry)",23,,0,2023-01-27,1,1,"Balance_(Garigary,_Kiriry)",23,,0,2023-01-26,0,0,,0,,0,2023-01-25,0,0,,0,,0
Ambatoraikitra,2023-02-03,2023-02-03,1,1,Nasse_(Treko),40,,0,2023-02-02,0,0,,0,,0,2023-02-01,0,0,,0,,0,2023-01-31,0,0,,0,,0
Ambatoraikitra,2023-02-03,2023-02-03,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-02,0,0,,0,,0,2023-02-01,0,0,,0,,0,2023-01-31,0,0,,0,,0
Ambatoraikitra,2023-02-03,2023-02-03,1,1,"Balance_(Garigary,_Kiriry)",23,,0,2023-02-02,0,0,,0,,0,2023-02-01,0,0,,0,,0,2023-01-31,0,0,,0,,0
Ambatoraikitra,2023-02-03,2023-02-03,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-02,0,0,,0,,0,2023-02-01,0,0,,0,,0,2023-01-31,0,0,,0,,0
Ambatoraikitra,2023-02-03,2023-02-03,2,2,Nasse_(Treko),35,,0,2023-02-02,0,0,,0,,0,2023-02-01,0,0,,0,,0,2023-01-31,0,0,,0,,0
Ambatoraikitra,2023-02-03,2023-02-03,1,1,Nasse_(Treko),30,,0,2023-02-02,0,0,,0,,0,2023-02-01,0,0,,0,,0,2023-01-31,0,0,,0,,0
Ambatoraikitra,2023-02-04,2023-02-04,1,1,Nasse_(Treko),30,,0,2023-02-03,1,1,Nasse_(Treko),30,,0,2023-02-02,0,0,,0,,0,2023-02-01,0,0,,0,,0
Ambatoraikitra,2023-02-04,2023-02-04,1,1,Nasse_(Treko),45,,0,2023-02-03,1,1,Nasse_(Treko),45,,0,2023-02-02,0,0,,0,,0,2023-02-01,0,0,,0,,0
Ambatoraikitra,2023-02-04,2023-02-04,1,1,Nasse_(Treko),30,,0,2023-02-03,1,1,Nasse_(Treko),30,,0,2023-02-02,0,0,,0,,0,2023-02-01,0,0,,0,,0
Ambatoraikitra,2023-02-04,2023-02-04,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-03,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-02,0,0,,0,,0,2023-02-01,0,0,,0,,0
Ambatoraikitra,2023-02-04,2023-02-04,1,1,Nasse_(Treko),35,,0,2023-02-03,0,0,,0,,0,2023-02-02,0,0,,0,,0,2023-02-01,0,0,,0,,0
Ambatoraikitra,2023-02-04,2023-02-04,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-03,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-02,0,0,,0,,0,2023-02-01,0,0,,0,,0
Ambatoraikitra,2023-02-08,2023-02-08,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-07,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-06,0,0,,0,,0,2023-02-05,0,0,,0,,0
Ambatoraikitra,2023-02-08,2023-02-08,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",35,,0,2023-02-07,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",35,,0,2023-02-06,0,0,,0,,0,2023-02-05,0,0,,0,,0
Ambatoraikitra,2023-02-08,2023-02-08,1,1,"Balance_(Garigary,_Kiriry)",23,,0,2023-02-07,1,1,"Balance_(Garigary,_Kiriry)",23,,0,2023-02-06,1,1,"Balance_(Garigary,_Kiriry)",23,,0,2023-02-05,0,0,,0,,0
Ambatoraikitra,2023-02-08,2023-02-08,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-07,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-06,0,0,,0,,0,2023-02-05,0,0,,0,,0
Ambatoraikitra,2023-02-08,2023-02-08,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-07,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-06,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-05,0,0,,0,,0
Ambatoraikitra,2023-02-08,2023-02-08,1,1,"Raquette_(Kipaoky,_Fisahoky,_Fisaoka)",1,,0,2023-02-07,0,0,,0,,0,2023-02-06,1,1,"Balance_(Garigary,_Kiriry)",3,,0,2023-02-05,0,0,,0,,0
Ambatoraikitra,2023-02-08,2023-02-08,1,1,"Balance_(Garigary,_Kiriry)",20,,0,2023-02-07,1,1,"Balance_(Garigary,_Kiriry)",20,,0,2023-02-06,1,1,"Balance_(Garigary,_Kiriry)",20,,0,2023-02-05,0,0,,0,,0
Ambatoraikitra,2023-02-08,2023-02-08,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",35,,0,2023-02-07,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",35,,0,2023-02-06,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",35,,0,2023-02-05,0,0,,0,,0
Ambatoraikitra,2023-02-08,2023-02-08,0,0,,0,,0,2023-02-07,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-06,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-05,0,0,,0,,0
Ambatoraikitra,2023-02-08,2023-02-08,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-07,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-06,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-05,0,0,,0,,0
Ambatoraikitra,2023-02-08,2023-02-08,0,0,,0,,0,2023-02-07,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",35,,0,2023-02-06,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",35,,0,2023-02-05,0,0,,0,,0
Ambatoraikitra,2023-02-08,2023-02-08,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",1,,0,2023-02-07,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-06,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-05,0,0,,0,,0
Ambatoraikitra,2023-02-08,2023-02-08,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-07,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-06,0,0,,0,,0,2023-02-05,0,0,,0,,0
Ambatoraikitra,2023-02-08,2023-02-08,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-07,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-06,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",1,,0,2023-02-05,0,0,,0,,0
Ambatoraikitra,2023-02-08,2023-02-08,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-07,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-06,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-05,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0
Ambatoraikitra,2023-02-08,2023-02-08,0,0,,0,,0,2023-02-07,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",30,,0,2023-02-06,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",30,,0,2023-02-05,0,0,,0,,0
Ambatoraikitra,2023-02-17,2023-02-17,0,0,,0,,0,2023-02-16,1,1,Nasse_(Treko),30,,0,2023-02-15,1,1,Nasse_(Treko),30,,0,2023-02-14,0,0,,0,,0
Ambatoraikitra,2023-02-17,2023-02-17,1,1,Nasse_(Treko),35,,0,2023-02-16,1,1,Nasse_(Treko),35,,0,2023-02-15,0,0,,0,,0,2023-02-14,0,0,,0,,0
Ambatoraikitra,2023-02-17,2023-02-17,1,1,Nasse_(Treko),35,,0,2023-02-16,1,1,Nasse_(Treko),35,,0,2023-02-15,0,0,,0,,0,2023-02-14,0,0,,0,,0
Ambatoraikitra,2023-02-17,2023-02-17,1,1,Nasse_(Treko),40,,0,2023-02-16,1,1,Nasse_(Treko),40,,0,2023-02-15,0,0,,0,,0,2023-02-14,0,0,,0,,0
Ambatoraikitra,2023-02-17,2023-02-17,1,1,Nasse_(Treko),35,,0,2023-02-16,1,1,Nasse_(Treko),35,,0,2023-02-15,0,0,,0,,0,2023-02-14,0,0,,0,,0
Ambatoraikitra,2023-02-17,2023-02-17,0,0,,0,,0,2023-02-16,1,1,Nasse_(Treko),35,,0,2023-02-15,0,0,,0,,0,2023-02-14,0,0,,0,,0
Ambatoraikitra,2023-02-17,2023-02-17,1,1,Nasse_(Treko),35,,0,2023-02-16,1,1,Nasse_(Treko),35,,0,2023-02-15,0,0,,0,,0,2023-02-14,0,0,,0,,0
Ambatoraikitra,2023-02-17,2023-02-17,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-16,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-15,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-14,0,0,,0,,0
Ambatoraikitra,2023-02-17,2023-02-17,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-16,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-15,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",40,,0,2023-02-14,0,0,,0,,0
Ambatoraikitra,2023-02-17,2023-02-17,0,0,,0,,0,2023-02-16,1,1,Nasse_(Treko),40,,0,2023-02-15,1,1,Nasse_(Treko),40,,0,2023-02-14,0,0,,0,,0
Ambatoraikitra,2023-02-17,2023-02-17,1,1,Nasse_(Treko),30,,0,2023-02-16,1,1,Nasse_(Treko),30,,0,2023-02-15,1,1,Nasse_(Treko),30,,0,2023-02-14,0,0,,0,,0
Ambatoraikitra,2023-02-17,2023-02-17,1,1,Nasse_(Treko),30,,0,2023-02-16,1,1,Nasse_(Treko),30,,0,2023-02-15,0,0,,0,,0,2023-02-14,0,0,,0,,0
Ambatoraikitra,2023-02-17,2023-02-17,1,1,Nasse_(Treko),30,,0,2023-02-16,1,1,Nasse_(Treko),30,,0,2023-02-15,1,1,Nasse_(Treko),30,,0,2023-02-14,0,0,,0,,0
Ambatoraikitra,2023-02-17,2023-02-17,1,1,Nasse_(Treko),35,,0,2023-02-16,1,1,Nasse_(Treko),35,,0,2023-02-15,0,0,,0,,0,2023-02-14,0,0,,0,,0
Ambatoraikitra,2023-02-17,2023-02-17,1,1,Nasse_(Treko),30,,0,2023-02-16,1,1,Nasse_(Treko),30,,0,2023-02-15,1,1,Nasse_(Treko),30,,0,2023-02-14,0,0,,0,,0
Ambatoraikitra,2023-02-17,2023-02-17,1,1,Nasse_(Treko),40,,0,2023-02-16,1,1,Nasse_(Treko),40,,0,2023-02-15,0,0,,0,,0,2023-02-14,0,0,,0,,0
Ambatoraikitra,2023-02-23,2023-02-23,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",35,,0,2023-02-22,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",35,,0,2023-02-21,1,1,"Ligne_a_la_canne_(Vintana,_Vinta,Kibitsoka)",35,,0,2023-02-20,0,0,,0,,0
